tn,dispersed,age,study,mathgrade,disposable_income,raven_correct_answers,math_answers_correct,crt_answers_correct,session,treatment,average_ip,decision_number,utility_point,corner,chose_corner,indifference_point,pizza,control,main,id_stage2_upper,pap_sample,id_stage2,avg_id_stage2,qe_ard,qe_ard_lower,qe_ard_upper,qe_rad,qe_rad_lower,qe_rad_upper,RT_avg_stage_2,d_a0_main_tr,d_a1_main_tr,d_a2_main_tr,d_g0_main_tr,d_g1_main_tr,d_g2_main_tr,d_d1_main_tr,d_d2_main_tr,d_d3_main_tr,d_d4_main_tr,d_d5_main_tr,d_t1_main_tr,d_t2_main_tr,d_t3_main_tr,d_t4_main_tr,std_rt_2_main_tr,std_math_main_tr,std_crt_main_tr,std_raven_main_tr,std_start_row_main_tr,id_stage2_sign,cb_effect
361,1,28,Wirtschaftswissenschaften,1+,750,6,10,3,13,0,,7,7,0,,10,1,1,0,,1,,,,,,,,,2.6323102,,,,,,,,,,,,,,,,,,,,,,
361,1,28,Wirtschaftswissenschaften,1+,750,6,10,3,13,0,,8,4,0,0,15,1,1,0,,1,,,,,,,,,2.6323102,,,,,,,,,,,,,,,,,,,,,,
361,1,28,Wirtschaftswissenschaften,1+,750,6,10,3,13,0,13.625,9,8,0,,-1,1,1,0,-1,1,-1,-1,-.0071428572,-.0071428572,-.0071428572,-.0071175275,-.0070921984,-.0070921984,2.6323102,,,,,,,,,,,,,,,,,,,,,-1,0
362,1,22,Lehramt,3,200,5,4,2,13,0,,1,4,0,,2,1,1,0,,1,,,,,,,,,3.4174988,,,,,,,,,,,,,,,,,,,,,,
362,1,22,Lehramt,3,200,5,4,2,13,0,,2,6,0,,2,1,1,0,,1,,,,,,,,,3.4174988,,,,,,,,,,,,,,,,,,,,,,
362,1,22,Lehramt,3,200,5,4,2,13,0,,3,2,0,,2,1,1,0,,1,,,,,,,,,3.4174988,,,,,,,,,,,,,,,,,,,,,,
362,1,22,Lehramt,3,200,5,4,2,13,0,,4,3,0,,2,1,1,0,,1,,,,,,,,,3.4174988,,,,,,,,,,,,,,,,,,,,,,
362,1,22,Lehramt,3,200,5,4,2,13,0,,5,1,0,,2,1,1,0,,1,,,,,,,,,3.4174988,,,,,,,,,,,,,,,,,,,,,,
362,1,22,Lehramt,3,200,5,4,2,13,0,,6,8,0,,2,1,1,0,,1,,,,,,,,,3.4174988,,,,,,,,,,,,,,,,,,,,,,
362,1,22,Lehramt,3,200,5,4,2,13,0,,7,7,0,,2,1,1,0,,1,,,,,,,,,3.4174988,,,,,,,,,,,,,,,,,,,,,,
362,1,22,Lehramt,3,200,5,4,2,13,0,,8,5,0,0,2,1,1,0,,1,,,,,,,,,3.4174988,,,,,,,,,,,,,,,,,,,,,,
362,1,22,Lehramt,3,200,5,4,2,13,0,2,9,1,0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3.4174988,,,,,,,,,,,,,,,,,,,,,0,0
363,1,23,Mathematik,1,500,4,11,3,13,1,,1,7,0,,25,1,0,0,,1,,,,,,,,,6.4750047,,,,,,,,,,,,,,,,,,,,,,
363,1,23,Mathematik,1,500,4,11,3,13,1,,2,1,0,,22,1,0,0,,1,,,,,,,,,6.4750047,,,,,,,,,,,,,,,,,,,,,,
363,1,23,Mathematik,1,500,4,11,3,13,1,,3,6,0,,11,1,0,0,,1,,,,,,,,,6.4750047,,,,,,,,,,,,,,,,,,,,,,
363,1,23,Mathematik,1,500,4,11,3,13,1,,4,4,0,,24,1,0,0,,1,,,,,,,,,6.4750047,,,,,,,,,,,,,,,,,,,,,,
363,1,23,Mathematik,1,500,4,11,3,13,1,,5,5,0,,16,1,0,0,,1,,,,,,,,,6.4750047,,,,,,,,,,,,,,,,,,,,,,
363,1,23,Mathematik,1,500,4,11,3,13,1,,6,2,0,,10,1,0,0,,1,,,,,,,,,6.4750047,,,,,,,,,,,,,,,,,,,,,,
363,1,23,Mathematik,1,500,4,11,3,13,1,,7,8,0,,18,1,0,0,,1,,,,,,,,,6.4750047,,,,,,,,,,,,,,,,,,,,,,
363,1,23,Mathematik,1,500,4,11,3,13,1,,8,3,0,0,12,1,0,0,,1,,,,,,,,,6.4750047,,,,,,,,,,,,,,,,,,,,,,
363,1,23,Mathematik,1,500,4,11,3,13,1,17.25,9,4,0,,-8,1,0,0,-8,1,-8,-8,-.055568948,-.055568948,-.055568948,-.05544221,-.055315472,-.055315472,6.4750047,,,,,,,,,,,,,,,,,,,,,-1,0
364,1,26,Wirtschaftswissenschaften,2+,250,6,8,3,13,0,,1,6,0,,66,1,1,0,,0,,,,,,,,,6.0312705,,,,,,,,,,,,,,,,,,,,,,
364,1,26,Wirtschaftswissenschaften,2+,250,6,8,3,13,0,,2,5,0,,65,1,1,0,,0,,,,,,,,,6.0312705,,,,,,,,,,,,,,,,,,,,,,
364,1,26,Wirtschaftswissenschaften,2+,250,6,8,3,13,0,,3,1,1,,200,1,1,0,,0,,,,,,,,,6.0312705,,,,,,,,,,,,,,,,,,,,,,
364,1,26,Wirtschaftswissenschaften,2+,250,6,8,3,13,0,,4,8,0,,40,1,1,0,,0,,,,,,,,,6.0312705,,,,,,,,,,,,,,,,,,,,,,
364,1,26,Wirtschaftswissenschaften,2+,250,6,8,3,13,0,,5,3,0,,124,1,1,0,,0,,,,,,,,,6.0312705,,,,,,,,,,,,,,,,,,,,,,
364,1,26,Wirtschaftswissenschaften,2+,250,6,8,3,13,0,,6,2,0,,121,1,1,0,,0,,,,,,,,,6.0312705,,,,,,,,,,,,,,,,,,,,,,
364,1,26,Wirtschaftswissenschaften,2+,250,6,8,3,13,0,,7,7,0,,35,1,1,0,,0,,,,,,,,,6.0312705,,,,,,,,,,,,,,,,,,,,,,
364,1,26,Wirtschaftswissenschaften,2+,250,6,8,3,13,0,,8,4,0,1,75,1,1,0,,0,,,,,,,,,6.0312705,,,,,,,,,,,,,,,,,,,,,,
364,1,26,Wirtschaftswissenschaften,2+,250,6,8,3,13,0,90.75,9,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.0312705,,,,,,,,,,,,,,,,,,,,,0,0
365,1,27,Wirtschaftswissenschaften,2+,250,6,4,1,13,0,,1,2,0,,85,1,1,0,,1,,,,,,,,,3.1082184,,,,,,,,,,,,,,,,,,,,,,
365,1,27,Wirtschaftswissenschaften,2+,250,6,4,1,13,0,,2,3,0,,60,1,1,0,,1,,,,,,,,,3.1082184,,,,,,,,,,,,,,,,,,,,,,
365,1,27,Wirtschaftswissenschaften,2+,250,6,4,1,13,0,,3,8,0,,15,1,1,0,,1,,,,,,,,,3.1082184,,,,,,,,,,,,,,,,,,,,,,
365,1,27,Wirtschaftswissenschaften,2+,250,6,4,1,13,0,,4,4,0,,50,1,1,0,,1,,,,,,,,,3.1082184,,,,,,,,,,,,,,,,,,,,,,
365,1,27,Wirtschaftswissenschaften,2+,250,6,4,1,13,0,,5,7,0,,35,1,1,0,,1,,,,,,,,,3.1082184,,,,,,,,,,,,,,,,,,,,,,
365,1,27,Wirtschaftswissenschaften,2+,250,6,4,1,13,0,,6,5,0,,48,1,1,0,,1,,,,,,,,,3.1082184,,,,,,,,,,,,,,,,,,,,,,
365,1,27,Wirtschaftswissenschaften,2+,250,6,4,1,13,0,,7,6,0,,15,1,1,0,,1,,,,,,,,,3.1082184,,,,,,,,,,,,,,,,,,,,,,
365,1,27,Wirtschaftswissenschaften,2+,250,6,4,1,13,0,,8,1,0,0,60,1,1,0,,1,,,,,,,,,3.1082184,,,,,,,,,,,,,,,,,,,,,,
365,1,27,Wirtschaftswissenschaften,2+,250,6,4,1,13,0,46,9,8,0,,-6,1,1,0,-6,1,-6,-6,-.04225352,-.04225352,-.04225352,-.038430292,-.034607064,-.034607064,3.1082184,,,,,,,,,,,,,,,,,,,,,-1,0
366,1,27,Wirtschaftswissenschaften,2-,1000,5,9,0,13,1,,1,7,0,,27,1,0,0,,1,,,,,,,,,11.182384,,,,,,,,,,,,,,,,,,,,,,
366,1,27,Wirtschaftswissenschaften,2-,1000,5,9,0,13,1,,2,5,0,,24,1,0,0,,1,,,,,,,,,11.182384,,,,,,,,,,,,,,,,,,,,,,
366,1,27,Wirtschaftswissenschaften,2-,1000,5,9,0,13,1,,3,3,0,,14,1,0,0,,1,,,,,,,,,11.182384,,,,,,,,,,,,,,,,,,,,,,
366,1,27,Wirtschaftswissenschaften,2-,1000,5,9,0,13,1,,4,6,0,,6,1,0,0,,1,,,,,,,,,11.182384,,,,,,,,,,,,,,,,,,,,,,
366,1,27,Wirtschaftswissenschaften,2-,1000,5,9,0,13,1,,5,2,0,,10,1,0,0,,1,,,,,,,,,11.182384,,,,,,,,,,,,,,,,,,,,,,
366,1,27,Wirtschaftswissenschaften,2-,1000,5,9,0,13,1,,6,1,0,,7,1,0,0,,1,,,,,,,,,11.182384,,,,,,,,,,,,,,,,,,,,,,
366,1,27,Wirtschaftswissenschaften,2-,1000,5,9,0,13,1,,7,4,0,,2,1,0,0,,1,,,,,,,,,11.182384,,,,,,,,,,,,,,,,,,,,,,
366,1,27,Wirtschaftswissenschaften,2-,1000,5,9,0,13,1,,8,8,0,0,5,1,0,0,,1,,,,,,,,,11.182384,,,,,,,,,,,,,,,,,,,,,,
366,1,27,Wirtschaftswissenschaften,2-,1000,5,9,0,13,1,11.875,9,1,0,,-3,1,0,0,-3,1,-3,-3,-.021782573,-.021782573,-.021782573,-.021663278,-.021543985,-.021543985,11.182384,,,,,,,,,,,,,,,,,,,,,-1,0
367,1,28,Wirtschaftswissenschaften,2-,1000,9,9,3,13,1,,1,8,0,,38,1,0,0,,1,,,,,,,,,9.6763668,,,,,,,,,,,,,,,,,,,,,,
367,1,28,Wirtschaftswissenschaften,2-,1000,9,9,3,13,1,,2,2,0,,27,1,0,0,,1,,,,,,,,,9.6763668,,,,,,,,,,,,,,,,,,,,,,
367,1,28,Wirtschaftswissenschaften,2-,1000,9,9,3,13,1,,3,5,0,,26,1,0,0,,1,,,,,,,,,9.6763668,,,,,,,,,,,,,,,,,,,,,,
367,1,28,Wirtschaftswissenschaften,2-,1000,9,9,3,13,1,,4,6,0,,19,1,0,0,,1,,,,,,,,,9.6763668,,,,,,,,,,,,,,,,,,,,,,
367,1,28,Wirtschaftswissenschaften,2-,1000,9,9,3,13,1,,5,7,0,,18,1,0,0,,1,,,,,,,,,9.6763668,,,,,,,,,,,,,,,,,,,,,,
367,1,28,Wirtschaftswissenschaften,2-,1000,9,9,3,13,1,,6,1,0,,51,1,0,0,,1,,,,,,,,,9.6763668,,,,,,,,,,,,,,,,,,,,,,
367,1,28,Wirtschaftswissenschaften,2-,1000,9,9,3,13,1,,7,3,0,,41,1,0,0,,1,,,,,,,,,9.6763668,,,,,,,,,,,,,,,,,,,,,,
367,1,28,Wirtschaftswissenschaften,2-,1000,9,9,3,13,1,,8,4,0,0,27,1,0,0,,1,,,,,,,,,9.6763668,,,,,,,,,,,,,,,,,,,,,,
367,1,28,Wirtschaftswissenschaften,2-,1000,9,9,3,13,1,30.875,9,1,0,,45,1,0,0,45,1,45,45,.28729191,.28729191,.28729191,.28582606,.2843602,.2843602,9.6763668,,,,,,,,,,,,,,,,,,,,,1,1
368,1,23,Rechtswissenschaften,4+,250,7,10,3,13,0,,1,4,0,,52,1,1,0,,1,,,,,,,,,4.7252626,,,,,,,,,,,,,,,,,,,,,,
368,1,23,Rechtswissenschaften,4+,250,7,10,3,13,0,,2,2,0,,105,1,1,0,,1,,,,,,,,,4.7252626,,,,,,,,,,,,,,,,,,,,,,
368,1,23,Rechtswissenschaften,4+,250,7,10,3,13,0,,3,7,0,,77,1,1,0,,1,,,,,,,,,4.7252626,,,,,,,,,,,,,,,,,,,,,,
368,1,23,Rechtswissenschaften,4+,250,7,10,3,13,0,,4,6,0,,105,1,1,0,,1,,,,,,,,,4.7252626,,,,,,,,,,,,,,,,,,,,,,
368,1,23,Rechtswissenschaften,4+,250,7,10,3,13,0,,5,8,0,,50,1,1,0,,1,,,,,,,,,4.7252626,,,,,,,,,,,,,,,,,,,,,,
368,1,23,Rechtswissenschaften,4+,250,7,10,3,13,0,,6,5,0,,65,1,1,0,,1,,,,,,,,,4.7252626,,,,,,,,,,,,,,,,,,,,,,
368,1,23,Rechtswissenschaften,4+,250,7,10,3,13,0,,7,1,0,,120,1,1,0,,1,,,,,,,,,4.7252626,,,,,,,,,,,,,,,,,,,,,,
368,1,23,Rechtswissenschaften,4+,250,7,10,3,13,0,,8,3,0,0,74,1,1,0,,1,,,,,,,,,4.7252626,,,,,,,,,,,,,,,,,,,,,,
368,1,23,Rechtswissenschaften,4+,250,7,10,3,13,0,81,9,1,-1,,-63,1,1,0,-63,1,-63,-63,-.25301206,-.25301206,-.25301206,-.27767581,-.30233952,-.30233952,4.7252626,,,,,,,,,,,,,,,,,,,,,-1,0
369,1,24,Wirtschaftswissenschaften,2-,340,5,9,3,13,0,,1,3,0,,2,1,1,0,,1,,,,,,,,,3.9862201,,,,,,,,,,,,,,,,,,,,,,
369,1,24,Wirtschaftswissenschaften,2-,340,5,9,3,13,0,,2,7,0,,3,1,1,0,,1,,,,,,,,,3.9862201,,,,,,,,,,,,,,,,,,,,,,
369,1,24,Wirtschaftswissenschaften,2-,340,5,9,3,13,0,,3,6,0,,3,1,1,0,,1,,,,,,,,,3.9862201,,,,,,,,,,,,,,,,,,,,,,
369,1,24,Wirtschaftswissenschaften,2-,340,5,9,3,13,0,,4,4,0,,3,1,1,0,,1,,,,,,,,,3.9862201,,,,,,,,,,,,,,,,,,,,,,
369,1,24,Wirtschaftswissenschaften,2-,340,5,9,3,13,0,,5,2,0,,5,1,1,0,,1,,,,,,,,,3.9862201,,,,,,,,,,,,,,,,,,,,,,
369,1,24,Wirtschaftswissenschaften,2-,340,5,9,3,13,0,,6,5,0,,3,1,1,0,,1,,,,,,,,,3.9862201,,,,,,,,,,,,,,,,,,,,,,
369,1,24,Wirtschaftswissenschaften,2-,340,5,9,3,13,0,,7,1,0,,3,1,1,0,,1,,,,,,,,,3.9862201,,,,,,,,,,,,,,,,,,,,,,
369,1,24,Wirtschaftswissenschaften,2-,340,5,9,3,13,0,,8,8,0,0,2,1,1,0,,1,,,,,,,,,3.9862201,,,,,,,,,,,,,,,,,,,,,,
369,1,24,Wirtschaftswissenschaften,2-,340,5,9,3,13,0,3,9,4,0,,-2,1,1,0,-2,1,-2,-2,-.016949153,-.016949153,-.016949153,-.016144758,-.015340365,-.015340365,3.9862201,,,,,,,,,,,,,,,,,,,,,-1,0
370,1,31,Geisteswissenschaften,4-,1000,2,1,0,13,1,,1,3,0,,50,1,0,0,,1,,,,,,,,,8.0381432,,,,,,,,,,,,,,,,,,,,,,
370,1,31,Geisteswissenschaften,4-,1000,2,1,0,13,1,,2,4,0,,35,1,0,0,,1,,,,,,,,,8.0381432,,,,,,,,,,,,,,,,,,,,,,
370,1,31,Geisteswissenschaften,4-,1000,2,1,0,13,1,,3,5,0,,23,1,0,0,,1,,,,,,,,,8.0381432,,,,,,,,,,,,,,,,,,,,,,
370,1,31,Geisteswissenschaften,4-,1000,2,1,0,13,1,,4,1,0,,36,1,0,0,,1,,,,,,,,,8.0381432,,,,,,,,,,,,,,,,,,,,,,
370,1,31,Geisteswissenschaften,4-,1000,2,1,0,13,1,,5,7,0,,36,1,0,0,,1,,,,,,,,,8.0381432,,,,,,,,,,,,,,,,,,,,,,
370,1,31,Geisteswissenschaften,4-,1000,2,1,0,13,1,,6,8,0,,37,1,0,0,,1,,,,,,,,,8.0381432,,,,,,,,,,,,,,,,,,,,,,
370,1,31,Geisteswissenschaften,4-,1000,2,1,0,13,1,,7,6,0,,48,1,0,0,,1,,,,,,,,,8.0381432,,,,,,,,,,,,,,,,,,,,,,
370,1,31,Geisteswissenschaften,4-,1000,2,1,0,13,1,,8,2,0,0,44,1,0,0,,1,,,,,,,,,8.0381432,,,,,,,,,,,,,,,,,,,,,,
370,1,31,Geisteswissenschaften,4-,1000,2,1,0,13,1,38.625,9,1,0,,7,1,0,0,7,1,7,7,.042473376,.042473376,.042473376,.042321026,.042168673,.042168673,8.0381432,,,,,,,,,,,,,,,,,,,,,1,1
371,1,22,Sozialwissenschaften,2+,500,5,5,1,13,1,,1,7,0,,12,1,0,0,,1,,,,,,,,,5.1271729,,,,,,,,,,,,,,,,,,,,,,
371,1,22,Sozialwissenschaften,2+,500,5,5,1,13,1,,2,6,0,,22,1,0,0,,1,,,,,,,,,5.1271729,,,,,,,,,,,,,,,,,,,,,,
371,1,22,Sozialwissenschaften,2+,500,5,5,1,13,1,,3,5,0,,20,1,0,0,,1,,,,,,,,,5.1271729,,,,,,,,,,,,,,,,,,,,,,
371,1,22,Sozialwissenschaften,2+,500,5,5,1,13,1,,4,4,0,,25,1,0,0,,1,,,,,,,,,5.1271729,,,,,,,,,,,,,,,,,,,,,,
371,1,22,Sozialwissenschaften,2+,500,5,5,1,13,1,,5,2,0,,13,1,0,0,,1,,,,,,,,,5.1271729,,,,,,,,,,,,,,,,,,,,,,
371,1,22,Sozialwissenschaften,2+,500,5,5,1,13,1,,6,8,0,,21,1,0,0,,1,,,,,,,,,5.1271729,,,,,,,,,,,,,,,,,,,,,,
371,1,22,Sozialwissenschaften,2+,500,5,5,1,13,1,,7,3,0,,19,1,0,0,,1,,,,,,,,,5.1271729,,,,,,,,,,,,,,,,,,,,,,
371,1,22,Sozialwissenschaften,2+,500,5,5,1,13,1,,8,1,0,0,15,1,0,0,,1,,,,,,,,,5.1271729,,,,,,,,,,,,,,,,,,,,,,
371,1,22,Sozialwissenschaften,2+,500,5,5,1,13,1,18.375,9,4,0,,2,1,0,0,2,1,2,2,.013750654,.013750654,.013750654,.013736391,.013722127,.013722127,5.1271729,,,,,,,,,,,,,,,,,,,,,1,1
372,1,25,Ingenieurswissenschaften/ technische Wissenschaften,2+,380,7,9,3,13,1,,1,3,0,,109,1,0,0,,1,,,,,,,,,4.2694378,,,,,,,,,,,,,,,,,,,,,,
372,1,25,Ingenieurswissenschaften/ technische Wissenschaften,2+,380,7,9,3,13,1,,2,1,0,,123,1,0,0,,1,,,,,,,,,4.2694378,,,,,,,,,,,,,,,,,,,,,,
372,1,25,Ingenieurswissenschaften/ technische Wissenschaften,2+,380,7,9,3,13,1,,3,4,0,,119,1,0,0,,1,,,,,,,,,4.2694378,,,,,,,,,,,,,,,,,,,,,,
372,1,25,Ingenieurswissenschaften/ technische Wissenschaften,2+,380,7,9,3,13,1,,4,7,0,,110,1,0,0,,1,,,,,,,,,4.2694378,,,,,,,,,,,,,,,,,,,,,,
372,1,25,Ingenieurswissenschaften/ technische Wissenschaften,2+,380,7,9,3,13,1,,5,8,0,,110,1,0,0,,1,,,,,,,,,4.2694378,,,,,,,,,,,,,,,,,,,,,,
372,1,25,Ingenieurswissenschaften/ technische Wissenschaften,2+,380,7,9,3,13,1,,6,6,0,,105,1,0,0,,1,,,,,,,,,4.2694378,,,,,,,,,,,,,,,,,,,,,,
372,1,25,Ingenieurswissenschaften/ technische Wissenschaften,2+,380,7,9,3,13,1,,7,2,0,,110,1,0,0,,1,,,,,,,,,4.2694378,,,,,,,,,,,,,,,,,,,,,,
372,1,25,Ingenieurswissenschaften/ technische Wissenschaften,2+,380,7,9,3,13,1,,8,5,0,0,110,1,0,0,,1,,,,,,,,,4.2694378,,,,,,,,,,,,,,,,,,,,,,
372,1,25,Ingenieurswissenschaften/ technische Wissenschaften,2+,380,7,9,3,13,1,112,9,1,0,,42,1,0,0,42,1,42,42,.17575318,.17575318,.17575318,.17560506,.17545693,.17545693,4.2694378,,,,,,,,,,,,,,,,,,,,,1,1
373,1,24,Wirtschaftswissenschaften,1,1000,4,2,2,13,1,,1,5,0,,98,1,0,0,,1,,,,,,,,,6.2310481,,,,,,,,,,,,,,,,,,,,,,
373,1,24,Wirtschaftswissenschaften,1,1000,4,2,2,13,1,,2,6,0,,23,1,0,0,,1,,,,,,,,,6.2310481,,,,,,,,,,,,,,,,,,,,,,
373,1,24,Wirtschaftswissenschaften,1,1000,4,2,2,13,1,,3,4,0,,39,1,0,0,,1,,,,,,,,,6.2310481,,,,,,,,,,,,,,,,,,,,,,
373,1,24,Wirtschaftswissenschaften,1,1000,4,2,2,13,1,,4,2,0,,40,1,0,0,,1,,,,,,,,,6.2310481,,,,,,,,,,,,,,,,,,,,,,
373,1,24,Wirtschaftswissenschaften,1,1000,4,2,2,13,1,,5,1,0,,51,1,0,0,,1,,,,,,,,,6.2310481,,,,,,,,,,,,,,,,,,,,,,
373,1,24,Wirtschaftswissenschaften,1,1000,4,2,2,13,1,,6,3,0,,57,1,0,0,,1,,,,,,,,,6.2310481,,,,,,,,,,,,,,,,,,,,,,
373,1,24,Wirtschaftswissenschaften,1,1000,4,2,2,13,1,,7,8,0,,48,1,0,0,,1,,,,,,,,,6.2310481,,,,,,,,,,,,,,,,,,,,,,
373,1,24,Wirtschaftswissenschaften,1,1000,4,2,2,13,1,,8,7,0,0,50,1,0,0,,1,,,,,,,,,6.2310481,,,,,,,,,,,,,,,,,,,,,,
373,1,24,Wirtschaftswissenschaften,1,1000,4,2,2,13,1,50.75,9,4,0,,22,1,0,0,22,1,22,22,.12565237,.12565237,.12565237,.12458058,.12350877,.12350877,6.2310481,,,,,,,,,,,,,,,,,,,,,1,1
374,1,19,Wirtschaftswissenschaften,3+,250,6,7,3,13,0,,1,1,0,,54,1,1,0,,1,,,,,,,,,3.8640501,,,,,,,,,,,,,,,,,,,,,,
374,1,19,Wirtschaftswissenschaften,3+,250,6,7,3,13,0,,2,2,0,,69,1,1,0,,1,,,,,,,,,3.8640501,,,,,,,,,,,,,,,,,,,,,,
374,1,19,Wirtschaftswissenschaften,3+,250,6,7,3,13,0,,3,5,0,,35,1,1,0,,1,,,,,,,,,3.8640501,,,,,,,,,,,,,,,,,,,,,,
374,1,19,Wirtschaftswissenschaften,3+,250,6,7,3,13,0,,4,3,0,,42,1,1,0,,1,,,,,,,,,3.8640501,,,,,,,,,,,,,,,,,,,,,,
374,1,19,Wirtschaftswissenschaften,3+,250,6,7,3,13,0,,5,8,0,,40,1,1,0,,1,,,,,,,,,3.8640501,,,,,,,,,,,,,,,,,,,,,,
374,1,19,Wirtschaftswissenschaften,3+,250,6,7,3,13,0,,6,4,0,,26,1,1,0,,1,,,,,,,,,3.8640501,,,,,,,,,,,,,,,,,,,,,,
374,1,19,Wirtschaftswissenschaften,3+,250,6,7,3,13,0,,7,7,0,,23,1,1,0,,1,,,,,,,,,3.8640501,,,,,,,,,,,,,,,,,,,,,,
374,1,19,Wirtschaftswissenschaften,3+,250,6,7,3,13,0,,8,6,0,0,31,1,1,0,,1,,,,,,,,,3.8640501,,,,,,,,,,,,,,,,,,,,,,
374,1,19,Wirtschaftswissenschaften,3+,250,6,7,3,13,0,40,9,4,0,,9,1,1,0,9,1,9,9,.063829787,.063829787,.063829787,.05880063,.05377147,.05377147,3.8640501,,,,,,,,,,,,,,,,,,,,,1,1
375,1,25,Informatik,1-,350,7,8,3,13,1,,1,5,0,,110,1,0,0,,0,,,,,,,,,5.3036537,,,,,,,,,,,,,,,,,,,,,,
375,1,25,Informatik,1-,350,7,8,3,13,1,,2,7,0,,120,1,0,0,,0,,,,,,,,,5.3036537,,,,,,,,,,,,,,,,,,,,,,
375,1,25,Informatik,1-,350,7,8,3,13,1,,3,8,0,,106,1,0,0,,0,,,,,,,,,5.3036537,,,,,,,,,,,,,,,,,,,,,,
375,1,25,Informatik,1-,350,7,8,3,13,1,,4,1,1,,129,1,0,0,,0,,,,,,,,,5.3036537,,,,,,,,,,,,,,,,,,,,,,
375,1,25,Informatik,1-,350,7,8,3,13,1,,5,3,0,,109,1,0,0,,0,,,,,,,,,5.3036537,,,,,,,,,,,,,,,,,,,,,,
375,1,25,Informatik,1-,350,7,8,3,13,1,,6,6,0,,113,1,0,0,,0,,,,,,,,,5.3036537,,,,,,,,,,,,,,,,,,,,,,
375,1,25,Informatik,1-,350,7,8,3,13,1,,7,4,0,,116,1,0,0,,0,,,,,,,,,5.3036537,,,,,,,,,,,,,,,,,,,,,,
375,1,25,Informatik,1-,350,7,8,3,13,1,,8,2,1,1,132,1,0,0,,0,,,,,,,,,5.3036537,,,,,,,,,,,,,,,,,,,,,,
375,1,25,Informatik,1-,350,7,8,3,13,1,116,9,4,0,,53,1,0,0,53,0,53,53,.21764019,.21764019,.21764019,.2173155,.21699078,.21699078,5.3036537,,,,,,,,,,,,,,,,,,,,,1,1
376,1,23,Wirtschaftswissenschaften,2+,400,4,10,2,13,0,,1,8,0,,16,1,1,0,,1,,,,,,,,,2.6736774,,,,,,,,,,,,,,,,,,,,,,
376,1,23,Wirtschaftswissenschaften,2+,400,4,10,2,13,0,,2,4,0,,16,1,1,0,,1,,,,,,,,,2.6736774,,,,,,,,,,,,,,,,,,,,,,
376,1,23,Wirtschaftswissenschaften,2+,400,4,10,2,13,0,,3,7,0,,15,1,1,0,,1,,,,,,,,,2.6736774,,,,,,,,,,,,,,,,,,,,,,
376,1,23,Wirtschaftswissenschaften,2+,400,4,10,2,13,0,,4,1,0,,15,1,1,0,,1,,,,,,,,,2.6736774,,,,,,,,,,,,,,,,,,,,,,
376,1,23,Wirtschaftswissenschaften,2+,400,4,10,2,13,0,,5,5,0,,15,1,1,0,,1,,,,,,,,,2.6736774,,,,,,,,,,,,,,,,,,,,,,
376,1,23,Wirtschaftswissenschaften,2+,400,4,10,2,13,0,,6,6,0,,15,1,1,0,,1,,,,,,,,,2.6736774,,,,,,,,,,,,,,,,,,,,,,
376,1,23,Wirtschaftswissenschaften,2+,400,4,10,2,13,0,,7,3,0,,15,1,1,0,,1,,,,,,,,,2.6736774,,,,,,,,,,,,,,,,,,,,,,
376,1,23,Wirtschaftswissenschaften,2+,400,4,10,2,13,0,,8,2,0,0,15,1,1,0,,1,,,,,,,,,2.6736774,,,,,,,,,,,,,,,,,,,,,,
376,1,23,Wirtschaftswissenschaften,2+,400,4,10,2,13,0,15.25,9,1,0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.6736774,,,,,,,,,,,,,,,,,,,,,0,0
377,1,25,Geisteswissenschaften,1,400,7,6,3,13,1,,1,8,0,,0,1,0,0,,1,,,,,,,,,5.51193,,,,,,,,,,,,,,,,,,,,,,
377,1,25,Geisteswissenschaften,1,400,7,6,3,13,1,,2,1,0,,0,1,0,0,,1,,,,,,,,,5.51193,,,,,,,,,,,,,,,,,,,,,,
377,1,25,Geisteswissenschaften,1,400,7,6,3,13,1,,3,7,0,,0,1,0,0,,1,,,,,,,,,5.51193,,,,,,,,,,,,,,,,,,,,,,
377,1,25,Geisteswissenschaften,1,400,7,6,3,13,1,,4,5,0,,0,1,0,0,,1,,,,,,,,,5.51193,,,,,,,,,,,,,,,,,,,,,,
377,1,25,Geisteswissenschaften,1,400,7,6,3,13,1,,5,3,0,,0,1,0,0,,1,,,,,,,,,5.51193,,,,,,,,,,,,,,,,,,,,,,
377,1,25,Geisteswissenschaften,1,400,7,6,3,13,1,,6,6,0,,0,1,0,0,,1,,,,,,,,,5.51193,,,,,,,,,,,,,,,,,,,,,,
377,1,25,Geisteswissenschaften,1,400,7,6,3,13,1,,7,2,0,,0,1,0,0,,1,,,,,,,,,5.51193,,,,,,,,,,,,,,,,,,,,,,
377,1,25,Geisteswissenschaften,1,400,7,6,3,13,1,,8,4,0,0,0,1,0,0,,1,,,,,,,,,5.51193,,,,,,,,,,,,,,,,,,,,,,
377,1,25,Geisteswissenschaften,1,400,7,6,3,13,1,0,9,1,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.51193,,,,,,,,,,,,,,,,,,,,,0,0
378,1,22,Naturwissenschaften,2,300,7,7,3,13,0,,1,2,0,,48,1,1,0,,1,,,,,,,,,2.6355214,,,,,,,,,,,,,,,,,,,,,,
