tn,condition,treatment,diff_bs_choice,disp_2,disp_4,diff_bs_time_std,math_std,crt_std,diff_bs_sign,diff_bs_time_treatment_only_std,crt_treatment_only_std,math_treatment_only_std
373,7,1,-.16750002,,,1.0395834,.69888574,-1.3727986,-1,.92755079,-1.4694607,.66904849
373,8,1,-.0591667,,,-2.8473151,.69888574,-1.3727986,-1,-2.691431,-1.4694607,.66904849
374,1,0,.0025000274,1,0,-.43676373,.30876148,1.2691911,1,,,
374,2,0,.16499999,1,0,.87968427,.30876148,1.2691911,1,,,
374,3,0,.1875,0,1,.14791967,.30876148,1.2691911,1,,,
374,4,0,.41749999,0,1,.88520563,.30876148,1.2691911,1,,,
374,5,0,-.33250001,0,0,.30428165,.30876148,1.2691911,-1,,,
374,6,0,.30500001,0,0,1.5950415,.30876148,1.2691911,1,,,
374,7,0,-.047499985,,,.005145859,.30876148,1.2691911,-1,,,
374,8,0,.29583332,,,1.1199772,.30876148,1.2691911,1,,,
